participant,intro_question1_1,LAge_1,LSex_1,LMotherLanguage_1,LStudyWork_1,LPreference_1,LPreferenceSpecific_1,LPreferenceSpecific_2,LPreferenceSpecific_3,LPreferenceSpecific_4,LPreferenceSpecific_5,LPreferenceSpecific_6,LPreferenceSpecific_other_6,LHearingDisabilitiesKnown_1,LHearingDisabilitiesKind_1,LHearingDisabilitiesConstraint_1,StartEmoExperiment_1,afterExp1AllSoundsPlayed_1,afterExp2InstructionsClear_1,afterExp3RatingEvaluation_1,afterExp3RatingEvaluation_2,afterExp3RatingEvaluation_3,afterExp3RatingEvaluation_4,afterExp3RatingEvaluation_5,afterExp3RatingEvaluation_6,afterExp3RatingEvaluation_7,afterExp3RatingEvaluation_8,afterExp4Strategy_1,StartModularPROMS_1,saq01_1,saq01_2,saq01_3,saq01_4,saq01_5,saq01_6,saq01_7,saq01_8,saq01_9,saq01_10,saq02_1,saq02_2,saq02_3,saq02_4,saq02_5,saq02_6,saq02_7,saq02_8,saq02_9,saq02_10,saq03_1,saq03_2,saq03_3,saq03_4,saq03_5,saq03_6,saq03_7,saq03_8,saq03_9,saq03_10,saq04_1,saq04_2,saq04_3,saq04_4,saq04_5,saq04_6,saq04_7,saq04_8,saq04_9,saq04_10,saq05_1,saq05_2,saq05_3,saq05_4,saq05_5,saq05_6,saq05_7,saq05_8,saq05_9,saq05_10,BFI01_1,BFI01_2,BFI01_3,BFI01_4,BFI01_5,BFI01_6,BFI01_7,BFI01_8,BFI01_9,BFI01_10,BFI02_1,BFI02_2,BFI02_3,BFI02_4,BFI02_5,BFI02_6,BFI02_7,BFI02_8,BFI02_9,BFI02_10,BFI03_1,BFI03_2,BFI03_3,BFI03_4,BFI03_5,BFI03_6,BFI03_7,BFI03_8,BFI03_9,BFI03_10,gold_MSI01_1,gold_MSI01_2,gold_MSI01_3,gold_MSI01_4,gold_MSI01_5,gold_MSI01_6,gold_MSI01_7,gold_MSI01_8,gold_MSI01_9,gold_MSI01_10,gold_MSI02_1,gold_MSI02_2,gold_MSI02_3,gold_MSI02_4,gold_MSI02_5,gold_MSI02_6,gold_MSI02_7,gold_MSI02_8,gold_MSI02_9,gold_MSI02_10,gold_MSI03_1,gold_MSI03_2,gold_MSI03_3,gold_MSI03_4,gold_MSI03_5,gold_MSI03_6,gold_MSI03_7,gold_MSI03_8,gold_MSI03_9,gold_MSI03_10,gold_MSI03_11,Question32_1,Question33_1,Question34_1,Question35_1,Question36_1,Question37_1,Question38_1,Question39_1,Question40_1,LMusicQualification_1,LMusicDegree_1,LMusicDegree2_1,LPerfectPitch_1,SES1_1,SES2_1,SES3_1,SES12_1,SES13_1,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,LPartCode_1,LPartCode_2,LPartCode_3,LPartCode_4,LPartCode_5,LPartCode_6,Anmerkungen_1,TIME_start,TIME_end,TIME_total
s.9102db2e-1b21-41b8-8ae9-2a3238c800a9.txt,0106023,21,2,1,Internationale Beziehungen und Romanistik,2,0,0,1,0,0,1,"",1,"","",emo_parameters.2024-02-03-2315.data.9102db2e-1b21-41b8-8ae9-2a3238c800a9.txt,1,war verständlich. manchmal war die Unterscheidung nicht so einfach,3,2,2,5,2,4,4,2,"Im letzten Teil habe ich es mit geschlossenen Augen versucht. ~~Ich habe auf die Höhe der Stimme geachtet und diese in Relation zu dem Geschlecht der Stimme gesetzt und den Verlauf des Klangs verfolgt und versucht, das dann zu interpretieren. Es hatte einen großen Einfluss, ob die Stimme zum Schluss hoch oder runter ging.",ModularPROMS.2024-02-03-2347.data.9102db2e-1b21-41b8-8ae9-2a3238c800a9.txt,1,2,2,3,2,2,3,1,3,2,2,2,4,3,3,3,3,4,3,3,3,3,2,3,2,1,3,3,3,3,2,4,2,1,3,2,3,2,4,3,3,3,2,1,2,2,1,1,3,1,5,3,1,2,4,3,1,5,3,2,2,4,5,5,3,4,2,4,5,3,4,5,5,2,4,2,2,2,1,4,6,5,1,3,5,6,5,5,1,5,3,5,2,2,4,5,2,6,5,6,6,5,3,3,5,3,3,2,3,6,7,15 (nicht täglich),3,5,1,13,2,1,Trompete,6,2,2,"",2,6,1,3,Deutschland,Deutschland,3,2,3,3,1,2,1,1,1,3,2,2,3,2,2,1,2,4,1,1,A,H,K,4,5,M,"Eine Frage war missverständlich: ""Erinnern Sie sich gut an Geburtstage?"" oder so ähnlich. Da wusste ich nicht, ob Geburtstage als Ereignis oder Geburtsdaten (von anderen Personen) gemeint sind. ",2024-02-03-22-49,2024-02-04-00-19,90
s.c5d638ce-5ef3-4887-90cc-c994ecd4a2cb.txt,0106023,50,1,1,Rechnungswesen / Hausfrau,1,1,0,0,1,0,0,"",2,Tinitus ,2,emo_parameters.2023-11-14-1307.data.c5d638ce-5ef3-4887-90cc-c994ecd4a2cb.txt,1,"teilweise so leise, dass kaum wahrnehmbar~~komische laute",5,4,4,5,2,3,5,1,"den Tonfall, wobei mir aufgefallen ist, dass man tiefe stimmen eher als Angst und Trauer, hohe erher als Genuss und Freude eingeteilt hat",ModularPROMS.2023-11-14-1335.data.c5d638ce-5ef3-4887-90cc-c994ecd4a2cb.txt,1,4,1,3,1,4,4,3,4,1,1,2,4,2,1,3,1,4,2,4,4,4,4,2,1,4,1,2,4,4,1,4,4,1,4,2,1,1,4,2,3,4,3,1,4,4,1,2,4,1,2,5,2,2,5,4,1,1,1,2,5,3,5,3,4,4,1,4,4,1,2,5,5,4,5,1,1,1,2,1,2,5,1,3,6,6,6,6,1,7,2,6,2,1,3,7,5,7,6,6,5,6,1,6,2,6,2,5,5,5,7,40,3,4,7,12,3,2,"Gesang, Blockflöte, Saxophon",6,2,2,"",2,6,6,4,Baden Württemberg,Thüringen,3,1,5,4,1,4,1,1,1,4,3,1,3,1,4,1,4,4,1,1,s,c,s,5,8,e,"",2023-11-14-12-35,2023-11-14-13-58,83
s.6804de8b-3a96-4e97-9530-2541720dfefd.txt, 0106023,30,2,1,Student der Informatik,1,1,0,0,1,0,1,privater Klavierunterricht,1,"","",emo_parameters.2023-08-23-1906.data.6804de8b-3a96-4e97-9530-2541720dfefd.txt,1,alles in Ordnung.,4,2,1,5,1,2,5,2,"- hab schnell die linke Hand für negative und die rechte für positive Emotionen verstanden~~- hab also erst entschieden, ob positiv/negativ und dann, welche der verbleibenden Möglichkeiten ich wähle~~- manchmal meine ich mich auch an Stimmen erinnert zu haben und versucht, diese genauso zu bewerten wie zuvor~~- selten hatte ich auch das Gefühl, dass meine Entscheidung durch die drei, vier Stimmen davor beeinflusst war",ModularPROMS.2023-08-23-1932.data.6804de8b-3a96-4e97-9530-2541720dfefd.txt,3,1,1,2,4,2,3,2,3,2,1,1,2,2,3,1,3,2,1,4,4,3,1,3,2,3,3,3,4,1,2,2,3,2,4,3,1,3,3,3,2,3,1,2,2,2,3,1,4,3,2,4,3,2,5,5,3,4,3,1,4,5,4,4,2,2,3,4,4,1,2,5,4,5,4,5,4,2,1,4,7,6,1,2,6,6,7,3,1,7,1,7,4,1,3,6,7,7,6,5,5,7,1,5,1,6,1,1,3,2,6,23,3,7,5,19,5,1,"Klavier, Cello",6,2,2,"",2,6,7,4,Deutschland,Deutschland,4,2,5,4,1,4,1,1,1,4,2,1,5,1,4,1,3,4,2,1,O,R,H,9,7,L,"",2023-08-23-18-34,2023-08-23-19-48,74
s.c59f77b6-2175-4ae1-b671-20320828f4ad.txt,0106023,18,2,1,Gymnasiallehramt,2,1,0,0,0,0,0,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-12-30-19-24,"",""
s.ba1fd9d7-f28f-4f26-a8f1-ea62cc6cf975.txt,0106023,20,1,1,Primarpädagogik ,1,1,0,1,0,0,0,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-11-22-06-59,"",""
s.e5bdd1cc-b2ba-4a69-8a09-7d775f457077.txt,0106023,33,1,1,Sprecherin/Podcasterin,1,1,0,0,1,0,0,"",1,"","",emo_parameters.2023-08-11-1010.data.e5bdd1cc-b2ba-4a69-8a09-7d775f457077.txt,1,"",5,3,2,5,3,2,5,1,Ich habe versucht das Gefühl zu spiegeln. Und mir Situationen dazu vorgestellt.,ModularPROMS.2023-08-11-1035.data.e5bdd1cc-b2ba-4a69-8a09-7d775f457077.txt,2,3,1,2,1,3,2,1,4,2,2,1,2,2,2,2,1,2,4,4,4,3,1,3,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,1,4,3,2,2,3,3,2,3,1,2,2,3,4,3,5,3,3,4,4,1,4,4,4,4,4,4,2,4,3,1,3,4,3,4,4,3,4,4,3,2,5,4,1,5,7,6,7,6,1,7,2,7,1,1,3,7,5,7,6,6,6,6,3,4,3,4,5,3,4,4,7,8,3,3,2,"0,5",3,1,Gesang,10,2,2,"",2,6,9,2,Deutschland,Deutschland,3,1,3,3,2,2,1,1,1,3,3,3,2,1,2,1,1,3,1,1,E,H,H,6,5,E,Sooooo lang,2023-08-11-09-50,2023-08-11-10-47,57
s.d3d32353-37f7-4416-92a7-5dfe303fa06a.txt,01062023,28,4,1,Psychologie Master,1,1,0,0,0,0,0,"",1,"","",emo_parameters.2023-06-01-1245.data.d3d32353-37f7-4416-92a7-5dfe303fa06a.txt,1,"",3,3,4,2,4,2,4,2,"",ModularPROMS.2023-06-01-1307.data.d3d32353-37f7-4416-92a7-5dfe303fa06a.txt,4,3,2,1,2,3,4,3,2,1,3,2,3,2,1,4,3,2,1,2,4,4,3,3,2,2,1,1,4,4,4,3,2,1,2,3,4,3,2,1,4,3,2,1,2,3,4,3,2,1,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,5,4,3,2,1,5,4,3,2,1,2,3,4,5,6,7,6,5,4,3,1,2,3,4,5,6,7,6,5,4,1,2,3,4,5,6,7,6,5,4,3,7,4,5,7,9,4,5,Gesang,8,2,2,"",2,6,7,2,Deutschland,Deutschland,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,1,2,3,E,N,H,5,9,a,"",2023-06-01-12-30,2023-06-01-13-16,46
s.d10314aa-43e2-48c9-8b92-96c4a80befde.txt,0106023,22,1,1,Psychologie,2,0,1,0,0,0,1,Blaskapelle,1,"","",emo_parameters.2023-12-13-1013.data.d10314aa-43e2-48c9-8b92-96c4a80befde.txt,1,"- Die Instruktionen waren klar~~- Nein, ich konnte mich nur oft nicht entscheiden~~- Ich glaube, meine Zwillingsschwester und ich haben an diesem Experiment teilgenommen, in dem diese Stimmaufnahmen gemacht wurden",3,5,3,5,2,3,5,2,"- Stimmen die eher ""zitterten"" habe ich meistens ""Angst"" zugeordnet (oder am Ende fragend nach oben gehen)~~- Stimmen die am Ende in der Tonlage nach unten gehen, habe ich meist ""Trauer"" zugeordnet~~- Ausrufe, die ind er Tonlage nach oben gehen habe ich meist ""Freude"" zugeordnet (obwohl man ""Freude"" auch so gut erkannt hat)~~- Genuss war alles, was irgendwie neutral klang (manche waren eindeutig genießend, meist raunend oder eben genießend)",ModularPROMS.2023-12-13-1042.data.d10314aa-43e2-48c9-8b92-96c4a80befde.txt,3,2,2,2,2,4,4,2,4,2,2,2,1,3,1,1,3,4,3,3,4,3,3,1,3,1,2,2,1,3,2,3,4,3,3,2,3,2,3,3,4,4,1,2,4,1,3,1,1,3,4,5,1,5,5,3,2,3,3,4,4,5,4,4,3,1,1,5,4,2,5,5,4,3,2,4,4,2,1,2,7,7,2,5,6,7,7,5,1,6,1,6,1,1,7,7,6,7,5,6,3,6,1,7,2,5,1,1,3,3,7,12,4,4,1,8,2,6,Trompete (Gesang fast gleichermaßen),10,2,2,"",2,6,1,2,Deutschland,Deutschland,3,1,4,3,1,2,1,1,1,3,2,1,1,1,4,2,3,4,1,1,A,H,L,0,0,A,"",2023-12-13-09-48,2023-12-13-11-01,73
s.cef5f6b7-dd36-4996-bfc9-71b6265c651e.txt,0106023,24,2,1,Informatik,1,1,0,0,0,0,0,"",1,"","",emo_parameters.2023-11-28-1509.data.cef5f6b7-dd36-4996-bfc9-71b6265c651e.txt,1,Einige Sounds waren sehr schwer einzuschätzten aufgrund der Kürze und Verzerrung,5,3,2,5,2,5,5,1,"Ich habe mir Menschen in Situationen vorgestellt, die diese Laute von sich geben.",ModularPROMS.2023-11-28-1534.data.cef5f6b7-dd36-4996-bfc9-71b6265c651e.txt,2,2,1,2,3,3,4,2,4,2,2,1,4,2,3,1,2,4,1,3,3,4,1,2,3,3,2,3,3,3,2,2,3,2,4,2,3,1,4,3,3,3,2,2,3,3,1,3,2,2,3,4,2,1,4,2,3,2,2,1,4,4,3,2,4,4,1,4,3,2,2,4,4,4,5,1,3,2,2,1,5,6,1,5,2,6,7,4,2,7,2,6,2,1,2,6,5,7,5,5,4,6,1,5,3,5,6,2,4,3,7,2,4,4,1,0,1,7,Gesang,0,2,2,"",2,6,9,3,Deutschland,Deutschland,4,1,5,5,2,2,1,1,1,4,4,1,5,1,4,2,4,4,3,2,A,N,J,1,8,A,"",2023-11-28-14-44,2023-11-28-15-55,71
s.4d4a3afb-d7a0-4e43-9855-0af6fd29b2f1.txt,0106023,48,2,1,IT-Angestellter,2,0,1,0,0,0,0,"",1,"","",emo_parameters.2024-01-24-1948.data.4d4a3afb-d7a0-4e43-9855-0af6fd29b2f1.txt,1,"Nein, es war alles verständlich.",4,2,1,5,1,5,5,1,"Betonung der Silben, Melodie im Pseudowort, Singsang im Pseudowort, schnelle oder langsame Aussprache des Pseudoworts",ModularPROMS.2024-01-24-2014.data.4d4a3afb-d7a0-4e43-9855-0af6fd29b2f1.txt,3,2,2,3,2,2,4,2,2,2,2,2,3,3,3,2,1,4,1,4,4,2,4,3,1,2,1,2,4,3,1,3,4,4,3,3,3,3,3,2,3,4,2,1,3,2,3,2,3,2,4,4,1,3,5,2,1,3,2,3,4,4,5,4,3,2,3,5,4,1,4,5,5,4,4,2,2,2,3,3,7,4,5,2,6,5,6,5,1,6,6,7,1,1,7,7,2,6,6,7,1,6,1,6,5,6,1,7,5,3,7,30,3,7,6,4,2,3,Bariton,9,2,2,"",2,6,4,5,DDR  / BR Deutschland,Deutschland,3,3,4,3,1,3,1,1,1,3,3,2,3,1,3,1,3,3,1,1,A,A,Z,2,4,E,"",2024-01-24-19-23,2024-01-24-20-33,70
s.86f85893-7715-48cf-8fd7-db01c2777d5e.txt,0106023,22,1,1,Studium: Master Grundschullehramt mit Schwerpunktfach Englisch,1,1,0,0,0,0,0,"",1,"","",emo_parameters.2023-11-23-1435.data.86f85893-7715-48cf-8fd7-db01c2777d5e.txt,1,"-Instruktionen verständlich~~-vielleicht hätte man Freude F und Genuss D machen können, das fand ich anfangs verwirrend, aber irgendwann hat man sich auch daran gewähnt und es war sehr hilfreich, dass das bei jeder Aufgabe auch nochmal durnter stand",3,4,3,5,2,4,5,4,"-anfangs fiel es mir schwer die Wörter auszublenden~~-hab nach und nach immer mehr gedrückt, was ich ""gefühlt"" der Person zuordnen würde; man Kopf hat also auch viel mit den Gefühlen/Intuitionen zusammengearbeitet und nicht mehr ""die Oberhand"" gehabt",ModularPROMS.2023-11-23-1509.data.86f85893-7715-48cf-8fd7-db01c2777d5e.txt,2,3,1,2,2,3,4,1,2,3,2,2,2,2,2,2,1,3,4,3,4,3,3,1,2,2,2,2,2,1,2,3,3,2,3,2,2,2,3,1,2,3,2,2,2,2,2,2,3,1,5,5,4,3,4,2,1,2,2,3,4,5,4,4,3,2,2,4,3,3,4,4,3,3,3,3,2,2,1,2,6,5,2,2,5,5,5,6,1,6,3,5,3,2,6,6,5,6,5,5,4,5,3,7,3,3,4,4,3,5,5,15,3,5,7,11,4,3,Gesang,7,2,2,"",2,6,7,3,Deutschland,Deutschland,2,1,3,2,1,1,1,1,1,2,2,1,2,1,3,1,1,3,2,1,U,L,H,1,1,I,"der Musiktest war teilweise etwas anstrengend, vielleicht hätte man da nochmal eine Pause bei jeder Musikaufgabe nach der Hälfte kurz machen können",2023-11-23-14-05,2023-11-23-15-37,92
s.9d5651f3-e3b0-4a5e-9b9f-a91d04ee791f.txt,0106023,36,2,1,Landwirt,1,1,0,0,0,0,0,"",1,"","",emo_parameters.2023-07-04-2039.data.9d5651f3-e3b0-4a5e-9b9f-a91d04ee791f.txt,1,alles wunderbar,5,3,2,4,2,5,5,1,ab etwa dem dritten durchlauf habe ich die länge der silben der pseudowörter als aussagekräftiges indiz festgelegt um z.b. angst von trauer bzw. genuss von freude zu unterscheiden.,ModularPROMS.2023-07-04-2112.data.9d5651f3-e3b0-4a5e-9b9f-a91d04ee791f.txt,3,3,2,2,2,1,2,3,4,1,2,3,3,2,1,1,1,2,2,2,4,3,1,2,2,3,3,1,3,3,2,1,2,1,2,4,1,2,3,4,4,2,3,2,2,3,2,3,2,3,3,3,4,4,5,3,4,4,3,2,3,4,3,4,4,3,2,3,3,1,3,4,5,3,4,2,3,3,3,2,6,2,1,2,6,5,5,6,2,6,3,6,2,1,3,3,4,6,5,4,3,6,2,6,1,6,3,2,3,5,5,0,5,6,1,30,1,5,Gesang,0,2,2,"",2,6,7,1,Deutschland,Deutschland,3,2,3,3,1,3,1,1,1,4,2,1,2,1,2,1,3,5,1,2,E,B,J,1,3,A,"",2023-07-04-20-12,2023-07-04-21-44,92
s.6eff8c46-33f7-4dd7-a113-e5a485cb5366.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-01-17-21-23,"",""
s.c81cc6b3-4f4c-44ee-acdc-0709d4970135.txt,0106023,21,2,1,B.Sc. Physik,1,1,0,0,0,0,0,"",1,"","",emo_parameters.2023-07-18-1955.data.c81cc6b3-4f4c-44ee-acdc-0709d4970135.txt,1,"-Instruktionen waren verständlich, allerdings war es anfangs (trotz Übung) schwierig sich so schnell zu erinnern, welche Antwortmöglichkeiten zur Verfügung stehen und sich für die zutreffendste Emotion zu entscheiden~~-manchmal (v.a. Genuss vs. Trauer) war es nicht leicht sich zu entscheiden~~-beim ersten Durchgang im Hauptteil sind die Antworten teilweise nicht registriert worden",2,3,3,5,3,3,5,4,"-zuerst habe ich versucht darauf zu achten ob das Audio eher positiv (Genuss, Freude) oder negativ (Angst, Trauer) klingt, um anschließend feiner zu unterscheiden~~",ModularPROMS.2023-07-18-2046.data.c81cc6b3-4f4c-44ee-acdc-0709d4970135.txt,3,2,2,2,4,4,4,2,4,3,4,4,3,4,2,3,4,4,2,4,3,1,4,3,1,1,3,3,2,1,2,4,3,3,3,2,2,4,4,1,1,3,2,3,3,2,3,3,1,3,5,4,3,4,5,1,1,4,3,1,2,2,3,3,2,1,2,4,3,3,4,5,5,2,5,4,2,3,1,4,5,4,1,3,6,6,6,6,2,6,2,5,2,1,6,6,5,6,5,4,4,6,6,2,3,6,2,3,3,3,5,13 (nicht täglich),3,5,1,10,2,2,Ich spiele seit 13 Jahren Klavier und singe im Chor und kann nicht sagen was ich besser kann,8,2,2,"",2,6,1,4,Deutschland,Deutschland,3,3,3,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,3,U,U,E,8,2,A,"",2023-07-18-19-26,2023-07-18-21-48,142
s.fe7f5ae3-cfc4-4494-8d87-d674e68d07f8.txt,0106023,23,2,1,Lehramt Gymnasium,1,1,0,0,0,0,0,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2023-11-16-16-31,"",""
s.24815c8e-727c-4f25-94cc-4c7d1fcd9703.txt,0106023,21,1,1,Medizintechnik,2,0,0,1,0,0,0,"",1,"","",emo_parameters.2023-11-17-1139.data.24815c8e-727c-4f25-94cc-4c7d1fcd9703.txt,1,-zittern in der Stimme der Personen gewollt oder Aufnahmefehler?,4,3,2,5,4,3,5,2,"-ob Stimme am Ende hoch oder runter geht~~-ob Stimme gedämpft (""verheult"") klingt~~-Gesichter vor dem inneren Auge vorstellen und assoziieren in welcher Situation sie welche Laute von sich gegeben haben",ModularPROMS.2023-11-17-1205.data.24815c8e-727c-4f25-94cc-4c7d1fcd9703.txt,1,3,2,3,4,1,2,1,1,2,1,1,4,3,2,1,2,2,1,3,4,4,2,3,1,4,2,2,4,3,1,1,3,2,4,2,2,1,1,4,2,4,1,1,4,2,1,2,4,3,1,4,3,3,5,5,5,1,3,2,5,4,5,4,5,5,1,4,2,1,1,5,5,5,5,1,5,2,4,1,6,5,1,1,6,7,7,7,2,5,2,7,1,1,5,7,4,7,5,3,3,6,3,6,7,6,3,7,7,2,7,15,3,5,5,15,6,5,Gitarre,6,1,2,"",2,6,1,3,Deutschland,Deutschland,5,2,5,5,1,5,2,2,1,5,5,2,4,2,3,2,5,4,3,2,N,O,J,8,2,A,"",2023-11-17-11-22,2023-11-17-12-18,56
s.0a5d940b-4700-4459-bc28-429b3d3bbe78.txt,0106023,24,1,1,Sonderpädagogik,2,0,1,1,0,0,0,"",1,"","",emo_parameters.2024-01-25-1052.data.0a5d940b-4700-4459-bc28-429b3d3bbe78.txt,1,alles ok,5,3,2,4,2,3,5,1,"Angst und Freude waren einfach für micht. Alles was ich nicht sofort zuordnen konnte, waren dann Trauer oder Genuss",ModularPROMS.2024-01-25-1118.data.0a5d940b-4700-4459-bc28-429b3d3bbe78.txt,1,1,2,3,2,4,3,1,4,2,2,2,2,3,1,1,2,3,4,4,3,2,4,1,3,2,2,3,1,3,2,2,4,3,3,2,2,1,4,2,4,4,1,2,3,2,2,2,1,1,5,5,2,4,5,3,2,3,1,2,4,5,5,5,3,3,1,4,4,2,3,5,4,2,3,3,2,2,2,2,7,7,2,6,3,6,5,5,1,3,4,5,1,1,6,5,1,6,4,5,2,5,3,5,6,5,2,5,3,4,6,15,5,6,3,12,4,3,Bassposaune,4,1,2,"",2,6,1,4,Deutschland,Deutschland,4,1,5,3,1,4,1,1,1,4,4,2,3,1,3,1,3,4,1,1,N,I,Z,9,0,E,"",2024-01-25-10-28,2024-01-25-11-35,67
s.b2bdae41-0dc8-4150-a5f7-63b7dba29b75.txt,0106023,26,2,1,Jura,1,0,0,0,1,0,0,"",2,Tinnitus,1,emo_parameters.2023-06-12-1012.data.b2bdae41-0dc8-4150-a5f7-63b7dba29b75.txt,1,Instruktionen waren verständlich.,5,2,1,5,1,4,5,1,Bauchgefühl,ModularPROMS.2023-06-12-1039.data.b2bdae41-0dc8-4150-a5f7-63b7dba29b75.txt,1,2,3,4,2,2,4,3,3,3,2,1,4,4,3,3,2,4,3,4,3,2,2,3,2,2,1,3,3,3,2,3,4,3,4,2,2,2,4,2,1,4,2,2,3,2,3,1,3,3,4,4,1,5,3,4,1,5,5,2,3,2,5,4,2,2,2,5,4,2,3,4,5,1,5,2,2,1,2,3,5,5,1,3,7,5,6,3,2,6,2,6,3,2,2,5,5,7,5,5,5,7,2,3,4,4,4,3,3,4,6,10,2,5,4,10,3,1,Gesang,7,2,2,"",2,6,9,5,Deutschland,Deutschland,3,2,4,3,1,3,1,1,1,3,2,2,3,1,5,2,3,4,1,1,A,E,B,9,1,O,"",2023-06-12-09-37,2023-06-12-11-02,85
s.aba628f9-002b-431e-bb4e-7fa8a83a560b.txt,0106023,25,2,1, Doktorand der Bioinformatik,2,0,1,0,0,0,0,"",1,"","",emo_parameters.2023-11-26-1655.data.aba628f9-002b-431e-bb4e-7fa8a83a560b.txt,1,* Instruktionen waren verständlich~~* viele Stimmen waren sehr ähnlich,3,4,2,4,1,4,5,3,* ich habe die Tonhöhe der Stimme am Ende mit der Tonhöhe der Stimme am Anfang verglichen~~* nach unten: Trauer~~* nach oben: Freude~~* zittrige Stimme: ANgst~~* gleiches Tonlevel: Genuss,ModularPROMS.2023-11-26-1725.data.aba628f9-002b-431e-bb4e-7fa8a83a560b.txt,3,1,2,2,1,1,4,2,2,2,3,2,2,3,3,1,4,4,1,3,3,2,1,4,4,2,4,3,4,1,3,3,2,4,1,4,2,3,3,4,1,2,1,3,2,1,4,1,3,4,5,3,2,5,4,3,3,2,5,1,3,4,4,2,2,1,3,5,2,5,2,5,5,2,5,4,2,2,2,4,5,1,1,1,5,6,7,2,3,6,3,6,2,1,5,7,2,6,5,6,6,5,3,4,6,2,5,1,5,2,6,12,4,1,1,12,2,3,Geige,6,2,2,"",2,6,9,1,Deutschland,Deutschland,5,2,5,2,1,2,3,1,1,3,3,1,3,2,5,2,5,5,1,4,H,Ä,M,2,2,T,"",2023-11-26-16-34,2023-11-26-17-50,76
s.c212dfe1-4bc2-4304-a51b-4fd6beac6eba.txt,0106023,30,1,1,Bauzeichnerin,1,1,0,0,0,0,0,"",1,"","",emo_parameters.2023-11-03-2224.data.c212dfe1-4bc2-4304-a51b-4fd6beac6eba.txt,1,"",4,3,1,4,2,4,5,1,"Melodie des Wortes abtasten nach Mustern, verschiedene Melodien finden sich in bestimmten Emotionsausdrücken wieder",ModularPROMS.2023-11-03-2253.data.c212dfe1-4bc2-4304-a51b-4fd6beac6eba.txt,2,1,3,3,2,2,4,1,2,4,2,3,2,4,1,2,1,2,1,3,2,2,1,4,4,2,4,4,4,3,4,4,3,3,1,4,3,1,3,2,4,3,2,2,3,1,2,2,1,4,3,4,4,5,5,3,5,5,4,2,2,4,3,1,3,4,4,5,2,1,4,5,2,3,4,4,4,3,5,4,5,7,3,2,6,7,7,5,1,6,3,6,1,1,5,6,6,7,5,6,7,7,1,7,5,7,6,3,6,6,7,7,2,4,1,7,3,3,Gesang,8,2,2,"",2,6,1,1,Deutschland,Deutschland,3,2,3,2,2,4,2,1,1,4,3,2,1,1,2,2,3,4,3,2,A,E,J,3,5,H,"",2023-11-03-22-04,2023-11-03-23-05,61
